"Brand","Model","Year","Age","KmDriven","Transmission","Owner","FuelType","PostedDate","IDR_Price"
Toyota,Etios Liva,"2018",6,"74,000 km",Manual,second,Diesel,Nov-24,162350000
MG,Hector,"2023",1,"29,000 km",Automatic,first,Petrol,Nov-24,438344992
Mercedes-Benz,CLA,"2016",8,"20,800 km",Automatic,second,Petrol,Nov-24,324700000
Hyundai,i20,"2017",7,"95,000 km",Manual,second,Petrol,Oct-24,107915000
Mahindra,Thar,"2021",3,"13,000 km",Automatic,first,Diesel,Nov-24,324700000
Mahindra,XUV700,"2023",1,"4,000 km",Manual,first,Petrol,Oct-24,401100000
Maruti Suzuki,Baleno,"2021",3,"57,000 km",Automatic,second,Petrol,Nov-24,130835000
Mahindra,Alturas G4,"2022",2,"25,000 km",Automatic,first,Diesel,Nov-24,520475008
Mahindra,Scorpio,"2017",7,"92,000 km",Manual,first,Diesel,Nov-24,200550000
MG,ASTOR,"2021",3,"12,110 km",Automatic,first,Petrol,Nov-24,247344992
Hyundai,New i20,"2022",2,"13,162 km",Automatic,first,Petrol,Nov-24,186224992
Toyota,Etios Liva,"2017",7,"49000.0 km",Manual,first,Petrol,Nov-24,114409000
Maruti Suzuki,Alto 800,"2016",8,"68000.0 km",Manual,second,Petrol,Nov-24,50615000
Audi,A6,"2013",11,"110,000 km",Automatic,second,Diesel,Nov-24,219650000
Hyundai,Elite i20,"2017",7,"52,355 km",Manual,first,Petrol,Nov-24,95415008
Hyundai,i10,"2013",11,"40,595 km",Automatic,second,Petrol,Nov-24,59210000
Mahindra,Thar,"2021",3,"41,000 km",Manual,second,Diesel,Nov-24,276950016
Maruti Suzuki,Omni,"2014",10,"77,500 km",Automatic,second,Petrol,Nov-24,192910000
Maruti Suzuki,Swift-Dzire,"2018",6,"55,000 km",Manual,first,Petrol,Nov-24,113645000
Hyundai,i10,"2013",11,"80,000 km",Automatic,second,Petrol,Nov-24,27695000
Land Rover,Defender,"2024",0,"7,000 km",Automatic,first,Petrol,Nov-24,2425700096
BMW,"5 Series","2016",8,"47,000 km",Automatic,second,Diesel,Nov-24,477500000
Mercedes-Benz,GLA Class,"2016",8,"71,000 km",Automatic,second,Petrol,Nov-24,380089984
Hyundai,Santro Xing,"2007",17,"65,000 km",Manual,second,Petrol,Nov-24,35335000
Toyota,Innova Crysta,"2019",5,"69,000 km",Automatic,first,Diesel,Nov-24,515508992
Maruti Suzuki,Ertiga,"2019",5,"90,000 km",Manual,first,Diesel,Nov-24,171900000
Fiat,Linea,"2009",15,"79,742 km",Manual,second,Petrol,Nov-24,31515000
Audi,Q3,"2017",7,"45,000 km",Automatic,second,Diesel,Oct-24,322790016
Toyota,Innova Crysta,"2022",2,"8000.0 km",Automatic,first,Diesel,Nov-24,644625024
Toyota,Etios,"2012",12,"51,000 km",Automatic,second,Petrol,Nov-24,49660000
BMW,"3 Series GT","2019",5,"71000.0 km",Automatic,first,Diesel,Nov-24,487049984
Aston Martin,Vanquish,"2016",8,"25700.0 km",Automatic,first,Petrol,Nov-24,5042400256
Mercedes-Benz,C-Class,"2015",9,"58,000 km",Automatic,first,Diesel,Nov-24,410649824
Toyota,Fortuner,"2024",0,"2,596 km",Manual,first,Diesel,Nov-24,744899840
Mahindra,Thar,"2023",1,"24,500 km",Automatic,first,Petrol,Nov-24,269310016
Honda,City,"2021",3,"125,000 km",Manual,first,Diesel,Nov-24,205324992
Maruti Suzuki,Ciaz,"2017",7,"79000.0 km",Automatic,second,Petrol,Nov-24,114600000
Toyota,Innova Crysta,"2019",5,"118,000 km",Automatic,second,Diesel,Nov-24,381808992
BMW,"5 Series","2017",7,"75,000 km",Automatic,first,Diesel,Sep-24,764000000
Mahindra,Bolero,"2017",7,"105,000 km",Manual,second,Diesel,Nov-24,118420000
Maruti Suzuki,maruti-suzuki-brezza,"2021",3,"35,000 km",Manual,first,Petrol,Nov-24,162540992
Audi,A8 L,"2017",7,"51000.0 km",Automatic,first,Diesel,May-24,668499968
Kia,Seltos,"2022",2,"30,891 km",Automatic,first,Diesel,Nov-24,358124992
Hyundai,Alcazar,"2023",1,"2,500 km",Automatic,first,Petrol,Nov-24,343800000
Maruti Suzuki,Swift,"2019",5,"32,000 km",Manual,second,Petrol,Nov-24,109825000
Mahindra,Thar,"2021",3,"66000.0 km",Manual,first,Diesel,Nov-24,272175008
Volvo,V40 Cross Country,"2016",8,"75,000 km",Automatic,first,Petrol,Nov-24,262624992
MG,Hector,"2019",5,"71,000 km",Manual,first,Diesel,Nov-24,243524992
BMW,"3 Series GT","2015",9,"61,000 km",Automatic,second,Diesel,Nov-24,286500000
Audi,A6,"2011",13,"51,000 km",Automatic,second,Petrol,Nov-24,257850000
Maruti Suzuki,Alto-K10,"2015",9,"75,000 km",Automatic,second,Petrol,Nov-24,59210000
Hyundai,Elite i20,"2018",6,"39,500 km",Manual,first,Petrol,Oct-24,104095000
Renault,Captur,"2018",6,"120,000 km",Manual,first,Diesel,Nov-24,152800000
Toyota,Innova,"2016",8,"0",Manual,second,Diesel,Nov-24,164260000
Volkswagen,Polo,"2015",9,"65,000 km",Manual,first,Petrol,Nov-24,71625000
Volkswagen,Passat,"2012",12,"68,900 km",Automatic,second,Diesel,Nov-24,106005000
Mercedes-Benz,E-Class,"2017",7,"68,000 km",Automatic,first,Diesel,Nov-24,590190016
Ford,Ecosport,"2015",9,"80,000 km",Automatic,second,Petrol,Nov-24,88815000
Maruti Suzuki,Alto-K10,"2019",5,"62,000 km",Manual,first,Petrol,Nov-24,68760000
Hyundai,Venue,"2022",2,"55,000 km",Manual,first,Diesel,Nov-24,238750000
Volkswagen,Polo,"2015",9,"60,000 km",Manual,second,Petrol,Nov-24,87860000
Toyota,Innova Crysta,"2017",7,"34,000 km",Manual,first,Diesel,Nov-24,266444992
Jeep,Compass,"2017",7,"49,000 km",Automatic,first,Petrol,Nov-24,219862208
Hyundai,i20,"2016",8,"36,000 km",Manual,second,Petrol,Nov-24,85950000
Mahindra,KUV 100,"2016",8,"85,000 km",Manual,second,Diesel,Nov-24,61120000
Renault,KWID,"2021",3,"73,146 km",Manual,first,Petrol,Oct-24,57300000
Mahindra,Bolero Neo,"2023",1,"35,000 km",Automatic,second,Diesel,Nov-24,200550000
Honda,Amaze,"2015",9,"160,000 km",Manual,second,Diesel,Nov-24,52525000
Maruti Suzuki,Swift,"2010",14,"141,000 km",Manual,second,Diesel,Nov-24,63030000
Land Rover,Range Rover,"2012",12,"23,100 km",Automatic,second,Diesel,Sep-24,915844992
Hyundai,Verna,"2014",10,"100,000 km",Manual,first,Petrol,Nov-24,181450000
Hyundai,Elantra,"2016",8,"88,000 km",Manual,second,Diesel,Nov-24,164260000
Porsche,Macan,"2023",1,"5100.0 km",Automatic,first,Petrol,Nov-24,1699900032
Maruti Suzuki,Ciaz,"2017",7,"76,000 km",Manual,second,Petrol,Nov-24,91680000
BMW,X3,"2019",5,"50,000 km",Automatic,second,Diesel,Nov-24,764000000
Mercedes-Benz,M-Class,"2014",10,"48,000 km",Automatic,first,Diesel,Nov-24,333295008
Mahindra,XUV700,"2024",0,"16,666 km",Automatic,first,Diesel,Nov-24,496599808
Skoda,Kushaq,"2022",2,"38,917 km",Manual,first,Petrol,Nov-24,233975008
Maruti Suzuki,Baleno,"2016",8,"55,000 km",Automatic,first,Petrol,Oct-24,125105000
Audi,A3,"2015",9,"42,000 km",Automatic,second,Diesel,Nov-24,200550000
Nissan,Terrano,"2015",9,"84,000 km",Manual,second,Diesel,Nov-24,95500000
Hyundai,Elantra,"2014",10,"120,000 km",Automatic,second,Diesel,Nov-24,105050000
Maruti Suzuki,Ertiga,"2022",2,"8,638 km",Manual,first,Petrol,Nov-24,219650000
Maruti Suzuki,Swift Dzire,"2013",11,"62,000 km",Manual,second,Petrol,Nov-24,66850000
Maruti Suzuki,Swift Dzire,"2013",11,"62000.0 km",Manual,second,Petrol,Nov-24,66850000
Honda,Amaze,"2014",10,"86,131 km",Manual,second,Diesel,Nov-24,57300000
Maruti Suzuki,Swift,"2021",3,"29,000 km",Automatic,first,Petrol,Oct-24,146115008
MG,ASTOR,"2024",0,"260 km",Manual,first,Petrol,Nov-24,285544992
Hyundai,Verna,"2023",1,"15,120 km",Automatic,first,Petrol,Nov-24,296049984
Tata,Altroz,"2021",3,"21000.0 km",Manual,second,Petrol,Nov-24,102185000
MG,Hector Plus,"2022",2,"11,000 km",Automatic,first,Petrol,Nov-24,353350016
Maruti Suzuki,Ciaz,"2017",7,"63,000 km",Manual,first,Petrol,Oct-24,143250000
Skoda,Rapid,"2021",3,"41,189 km",Automatic,first,Petrol,Oct-24,233975008
Mahindra,Scorpio-N,"2022",2,"20,000 km",Manual,first,Diesel,Nov-24,371495008
Mercedes-Benz,C-Class,"2011",13,"64,000 km",Automatic,second,Diesel,Nov-24,186224992
Kia,Seltos,"2020",4,"62,500 km",Manual,first,Diesel,Nov-24,180495008
Toyota,Innova,"2012",12,"121,000 km",Manual,first,Diesel,Oct-24,76400000
Maruti Suzuki,Swift,"2018",6,"38,000 km",Manual,second,Petrol,Nov-24,91680000
Mahindra,Thar,"2021",3,"30,000 km",Automatic,first,Diesel,Nov-24,294140000
Maruti Suzuki,Swift-Dzire-Tour,"2010",14,"130,000 km",Manual,second,Diesel,Nov-24,49660000
Maruti Suzuki,Wagon-R,"2021",3,"71,000 km",Manual,first,Petrol,Nov-24,90725000
Hyundai,Creta,"2023",1,"4,800 km",Automatic,second,Diesel,Nov-24,372449984
Maruti Suzuki,Baleno,"2017",7,"59,000 km",Manual,first,Petrol,Nov-24,98365000
Honda,City,"2011",13,"75,875 km",Automatic,second,Petrol,Nov-24,56345000
Kia,Seltos,"2020",4,"109,000 km",Manual,first,Diesel,Nov-24,186224992
Mercedes-Benz,E-Class,"2006",18,"92,000 km",Automatic,second,Diesel,Nov-24,95500000
Jaguar,XF,"2014",10,"41,000 km",Automatic,second,Diesel,Nov-24,482275008
Maruti Suzuki,XL6,"2022",2,"76,000 km",Manual,first,Petrol,Nov-24,191000000
Mini,Cooper 3 DOOR,"2020",4,"12000.0 km",Automatic,first,Petrol,Nov-24,849950016
Hyundai,Verna,"2016",8,"81,982 km",Automatic,first,Diesel,Nov-24,132745000
Mahindra,Xylo,"2010",14,"51258.0 km",Manual,first,Diesel,Nov-24,38009000
Mahindra,Scorpio,"2017",7,"59,000 km",Manual,first,Diesel,Nov-24,162350000
Mercedes-Benz,S-Class,"2018",6,"39,000 km",Automatic,second,Diesel,Nov-24,1136450048
Maruti Suzuki,Ertiga,"2021",3,"38000.0 km",Automatic,first,Petrol,Nov-24,220604992
Maruti Suzuki,Swift,"2024",0,"6,000 km",Automatic,first,Petrol,Nov-24,219650000
BMW,"3 Series","2016",8,"53,000 km",Automatic,second,Diesel,Nov-24,267208992
BMW,"3 Series GT","2014",10,"99,000 km",Automatic,second,Diesel,Oct-24,334249984
Mercedes-Benz,E-Class,"2012",12,"73,595 km",Automatic,second,Petrol,Oct-24,133509000
Hyundai,Grand i10,"2018",6,"51,000 km",Manual,first,Petrol,Nov-24,90725000
Hyundai,Verna,"2018",6,"57,546 km",Automatic,first,Petrol,Nov-24,162349808
Mercedes-Benz,C-Class,"2016",8,"96,000 km",Automatic,second,Diesel,Oct-24,439300000
BMW,"6 Series GT","2018",6,"21,000 km",Automatic,second,Petrol,Nov-24,859500032
Maruti Suzuki,Swift,"2018",6,"48,000 km",Automatic,second,Petrol,Nov-24,102185000
Volkswagen,VentoTest,"2011",13,"22,000 km",Manual,first,Petrol,Nov-24,57299808
Toyota,Fortuner,"2021",3,"40,000 km",Automatic,first,Diesel,Nov-24,783100032
Maruti Suzuki,XL6,"2021",3,"22,864 km",Automatic,first,Petrol,Nov-24,209144992
Maruti Suzuki,Vitara-Brezza,"2017",7,"64,000 km",Manual,first,Diesel,Nov-24,111735000
Hyundai,Grand i10,"2013",11,"88,000 km",Manual,first,Diesel,Nov-24,78310000
Ford,Figo,"2011",13,"30,000 km",Manual,second,Petrol,Nov-24,28459000
Hyundai,Grand i10 Nios,"2020",4,"33,145 km",Manual,first,Petrol,Oct-24,114600000
Skoda,Rapid,"2011",13,"60,000 km",Manual,first,Petrol,Nov-24,42020000
Mercedes-Benz,CLA,"2016",8,"20,800 km",Automatic,second,Petrol,Nov-24,324700000
Jeep,Compass,"2017",7,"61,000 km",Manual,second,Diesel,Nov-24,219650000
Maruti Suzuki,Ertiga,"2014",10,"120,000 km",Automatic,second,Diesel,Nov-24,81175000
Mahindra,XUV500,"2016",8,"87,000 km",Manual,first,Diesel,Nov-24,200550000
Hyundai,Venue,"2022",2,"38,000 km",Manual,first,Petrol,Oct-24,198640000
Jeep,Compass,"2017",7,"55,000 km",Automatic,second,Petrol,Nov-24,193100992
Hyundai,Creta,"2019",5,"35,000 km",Manual,first,Diesel,Nov-24,218695008
Honda,City,"2011",13,"82,000 km",Automatic,second,Petrol,Nov-24,57109000
Toyota,Innova Crysta,"2019",5,"65,000 km",Automatic,first,Diesel,Nov-24,267400000
Renault,Duster,"2015",9,"90,000 km",Manual,first,Diesel,Oct-24,109825000
Mercedes-Benz,E-Class,"2020",4,"49,000 km",Automatic,first,Petrol,Nov-24,916800000
Mercedes-Benz,S-Class,"2019",5,"29000.0 km",Automatic,second,Diesel,Nov-24,1814499968
Honda,City,"2023",1,"9,500 km",Automatic,first,Petrol,Nov-24,281724992
Renault,Duster,"2013",11,"86,250 km",Manual,first,Diesel,Nov-24,55390000
Honda,City ZX,"2024",0,"0",Automatic,first,Petrol,Nov-24,296049984
Toyota,Innova Crysta,"2016",8,"190,000 km",Manual,first,Diesel,Nov-24,315150016
Volkswagen,Ameo,"2017",7,"80,000 km",Manual,first,Diesel,Sep-24,90725000
Hyundai,Creta,"2021",3,"96,000 km",Automatic,first,Diesel,Nov-24,324700000
BMW,"7 Series","2016",8,"40,000 km",Automatic,first,Diesel,Nov-24,410649984
Maruti Suzuki,XL6,"2019",5,"65,000 km",Manual,first,Petrol,Nov-24,176675008
Maruti Suzuki,Swift,"2010",14,"29,000 km",Manual,first,Petrol,Nov-24,28650000
Hyundai,i10,"2013",11,"40,000 km",Automatic,second,Petrol,Nov-24,38200000
Mahindra,Scorpio,"2010",14,"65,000 km",Manual,second,Diesel,Nov-24,55390000
Maruti Suzuki,Celerio,"2018",6,"38,000 km",Automatic,second,Petrol,Nov-24,72580000
Maruti Suzuki,Wagon-R,"2015",9,"66,000 km",Automatic,second,Petrol,Nov-24,49660000
Maruti Suzuki,Ciaz,"2019",5,"29,000 km",Manual,first,Petrol,Aug-24,162350000
Toyota,Fortuner,"2016",8,"90,000 km",Manual,second,Diesel,Nov-24,295095008
Toyota,Innova Hycross,"2023",1,"14,100 km",Automatic,first,Petrol,Nov-24,543203968
Hyundai,Creta,"2015",9,"88,000 km",Manual,second,Diesel,Oct-24,143250000
Maruti Suzuki,Swift Dzire,"2016",8,"49,000 km",Automatic,second,Petrol,Nov-24,114409000
Maruti Suzuki,Celerio,"2016",8,"36,000 km",Automatic,first,Petrol,Nov-24,76399808
Honda,Jazz,"2011",13,"61,000 km",Manual,second,Petrol,Nov-24,42975000
Hyundai,Grand i10,"2018",6,"62,000 km",Manual,second,Petrol,Nov-24,71625000
Hyundai,Creta,"2022",2,"19000.0 km",Automatic,first,Diesel,Nov-24,437390016
Jaguar,XF,"2013",11,"97,763 km",Automatic,second,Diesel,Nov-24,296049984
Mercedes-Benz,CLA,"2019",5,"28,370 km",Automatic,first,Diesel,Oct-24,381999808
Ford,Endeavour,"2016",8,"86,000 km",Automatic,first,Diesel,Oct-24,348575008
Hyundai,i10,"2011",13,"68,000 km",Manual,second,Petrol,Nov-24,43930000
BMW,"3 Series GT","2015",9,"61,000 km",Automatic,second,Diesel,Nov-24,286500000
Ford,Ecosport,"2019",5,"54,000 km",Manual,first,Diesel,Nov-24,154710000
Hyundai,i20,"2010",14,"72,000 km",Automatic,second,Petrol,Nov-24,52525000
Renault,Triber,"2020",4,"59,000 km",Manual,first,Petrol,Nov-24,128925000
Hyundai,Santro Xing,"2009",15,"69000.0 km",Manual,second,Petrol,Nov-24,30560000
Skoda,Rapid,"2015",9,"59,000 km",Automatic,second,Petrol,Oct-24,105050000
Hyundai,Santa Fe,"2016",8,"64,200 km",Automatic,first,Diesel,Nov-24,224424992
Audi,A4,"2015",9,"53,000 km",Automatic,second,Diesel,Nov-24,334249984
Hyundai,Santro Xing,"2010",14,"0",Automatic,second,Petrol,Nov-24,22920000
Audi,A6,"2016",8,"40,000 km",Automatic,first,Diesel,Nov-24,304644992
Maruti Suzuki,Eeco,"2011",13,"53,750 km",Manual,first,Petrol,Nov-24,29605000
Kia,Seltos,"2022",2,"15,000 km",Automatic,first,Petrol,Nov-24,343800000
Maruti Suzuki,Wagon-R,"2011",13,"75,000 km",Manual,second,Petrol,Nov-24,46795000
Maruti Suzuki,Omni,"2010",14,"88,000 km",Manual,second,Petrol,Nov-24,18145000
Audi,Q5,"2018",6,"110,000 km",Automatic,first,Diesel,Nov-24,439108992
BMW,"5 Series","2013",11,"76,064 km",Automatic,second,Diesel,Nov-24,272175008
BMW,"5 Series","2018",6,"41,000 km",Automatic,second,Diesel,Nov-24,571089984
Mahindra,XUV700,"2022",2,"6,789 km",Automatic,first,Diesel,Nov-24,382000000
Toyota,"2.8 Legender 4X2","2021",3,"63,000 km",Automatic,first,Diesel,Nov-24,811750016
Hyundai,Creta,"2018",6,"84000.0 km",Manual,second,Diesel,Nov-24,205324992
Hyundai,Grand i10,"2017",7,"50,523 km",Manual,second,Petrol,Nov-24,70670000
Mercedes-Benz,E-Class,"2014",10,"74,000 km",Automatic,first,Diesel,Nov-24,264534816
Volkswagen,Tiguan,"2018",6,"52,000 km",Automatic,first,Diesel,Nov-24,365764992
Mercedes-Benz,E-Class,"2022",2,"25,000 km",Automatic,first,Diesel,Nov-24,1241500032
Toyota,Glanza,"2020",4,"38,000 km",Automatic,first,Petrol,Nov-24,109634000
Maruti Suzuki,Alto,"2011",13,"55,000 km",Manual,second,Petrol,Nov-24,21965000
Toyota,Innova Crysta,"2024",0,"6,110 km",Manual,first,Diesel,Nov-24,531935008
Toyota,Innova,"2014",10,"130,000 km",Manual,first,Diesel,Nov-24,259760000
Toyota,Camry,"2014",10,"108,000 km",Automatic,first,Petrol,Nov-24,267400000
Honda,City,"2018",6,"58,000 km",Manual,first,Petrol,Nov-24,109634000
Audi,A3,"2015",9,"42,000 km",Automatic,second,Diesel,Nov-24,200550000
Mahindra,Thar,"2020",4,"40,000 km",Manual,first,Diesel,Nov-24,228244992
Maruti Suzuki,Swift,"2021",3,"41000.0 km",Manual,first,Petrol,Nov-24,129689000
Tata,Nexon,"2020",4,"49,000 km",Manual,first,Diesel,Nov-24,85950000
Force,Motors FM Gurkha,"2023",1,"9,900 km",Manual,first,Diesel,Nov-24,296049984
Renault,KWID,"2017",7,"67,000 km",Manual,second,Petrol,Nov-24,47750000
Maruti Suzuki,Swift,"2023",1,"11,000 km",Automatic,first,Petrol,Nov-24,138475008
Volkswagen,Polo,"2020",4,"35,000 km",Automatic,first,Petrol,Nov-24,223470000
Honda,City,"2017",7,"28,000 km",Automatic,first,Petrol,Nov-24,130835000
Maruti Suzuki,Celerio,"2017",7,"142,000 km",Automatic,first,Petrol,Nov-24,65895000
Mahindra,Jeep,"1994",30,"0 km",Manual,second,Diesel,Nov-24,52525000
Hyundai,i20,"2014",10,"62,000 km",Manual,first,Petrol,Nov-24,80411000
Renault,KWID,"2019",5,"18,000 km",Manual,first,Petrol,Nov-24,62075000
Maruti Suzuki,Swift Dzire,"2015",9,"72000.0 km",Manual,first,Diesel,Jul-24,85950000
Hyundai,i20,"2019",5,"48,000 km",Manual,first,Petrol,Nov-24,100275000
Maruti Suzuki,Alto-K10,"2017",7,"65,000 km",Automatic,first,Petrol,Nov-24,57300000
Toyota,Innova,"2014",10,"130,000 km",Manual,first,Diesel,Nov-24,259760000
Audi,Q5,"2014",10,"57,000 km",Automatic,first,Diesel,Nov-24,245435008
Maruti Suzuki,Ciaz,"2019",5,"73,000 km",Automatic,second,Petrol,Nov-24,132745000
Jaguar,XF,"2014",10,"78,000 km",Automatic,first,Diesel,Nov-24,190044992
BMW,"5 Series","2010",14,"130,000 km",Automatic,second,Petrol,Nov-24,53480000
Hyundai,i20,"2012",12,"74,000 km",Manual,second,Petrol,Nov-24,47750000
Porsche,"718","2018",6,"15,000 km",Automatic,second,Petrol,Nov-24,1528000000
Maruti Suzuki,Alto-K10,"2015",9,"18,000 km",Automatic,second,Petrol,Nov-24,66850000
Honda,City,"2013",11,"85,000 km",Automatic,second,Petrol,Nov-24,76400000
Maruti Suzuki,Celerio,"2017",7,"67,000 km",Automatic,second,Petrol,Nov-24,85950000
Maruti Suzuki,Alto-800,"2023",1,"9,000 km",Manual,first,Petrol,Nov-24,93590000
Mahindra,Scorpio,"2015",9,"76,000 km",Manual,second,Diesel,Nov-24,162350000
Maruti Suzuki,Swift,"2019",5,"7,000 km",Automatic,second,Petrol,Nov-24,124150000
Maruti Suzuki,Grand Vitara,"2024",0,"1,600 km",Manual,first,Petrol,Nov-24,257850000
Hyundai,Elantra,"2012",12,"71,000 km",Automatic,second,Petrol,Nov-24,84995000
Maruti Suzuki,Grand Vitara,"2024",0,"1,600 km",Manual,first,Petrol,Nov-24,257850000
Honda,WRV,"2017",7,"50,000 km",Manual,second,Diesel,Nov-24,138475008
Maruti Suzuki,Swift,"2018",6,"42,175 km",Automatic,first,Petrol,Oct-24,81939000
Toyota,Etios,"2012",12,"115,000 km",Manual,second,Diesel,Nov-24,62075000
Audi,Q7,"2014",10,"45,000 km",Automatic,second,Diesel,Nov-24,229200000
Honda,Jazz,"2016",8,"46000.0 km",Automatic,second,Petrol,Nov-24,85950000
Fiat,Punto,"2012",12,"160,000 km",Manual,first,Diesel,Nov-24,49660000
Maruti Suzuki,Ciaz,"2015",9,"110,000 km",Manual,second,Diesel,Nov-24,101230000
Ford,Endeavour,"2021",3,"23,000 km",Automatic,second,Diesel,Nov-24,601649984
Hyundai,i20,"2012",12,"79,000 km",Manual,first,Diesel,Nov-24,42020000
Hyundai,Creta,"2016",8,"72,000 km",Automatic,first,Diesel,Nov-24,130835000
Toyota,Corolla Altis,"2016",8,"61,000 km",Automatic,second,Petrol,Nov-24,161395008
Kia,Seltos,"2023",1,"27,000 km",Automatic,first,Diesel,Nov-24,339024992
Toyota,Innova,"2015",9,"98,525 km",Manual,second,Diesel,Oct-24,132745000
Maruti Suzuki,Alto-K10,"2011",13,"59,000 km",Manual,first,Petrol,Nov-24,49660000
Volkswagen,Ameo,"2017",7,"99,000 km",Manual,first,Diesel,Nov-24,123959000
Mitsubishi,Pajero Sport,"2017",7,"68,000 km",Manual,second,Diesel,Nov-24,228244992
Skoda,Kushaq,"2022",2,"10,000 km",Automatic,first,Petrol,Nov-24,259951008
Toyota,Innova,"2006",18,"190,000 km",Manual,second,Diesel,Nov-24,78310000
Hyundai,Eon,"2013",11,"80,000 km",Manual,second,Petrol,Nov-24,37245000
Tata,Manza,"2013",11,"100,000 km",Manual,second,Diesel,Nov-24,28650000
Maruti Suzuki,Wagon-R,"2014",10,"78,000 km",Manual,second,Petrol,Nov-24,33425000
Ford,Figo,"2013",11,"46,200 km",Manual,first,Petrol,Nov-24,30369000
Maruti Suzuki,Swift-Dzire,"2017",7,"81,000 km",Automatic,first,Diesel,Nov-24,124150000
Maruti Suzuki,Vitara-Brezza,"2018",6,"30,000 km",Manual,first,Diesel,Nov-24,184315008
Maruti Suzuki,Swift Dzire,"2019",5,"100000.0 km",Manual,second,Diesel,Nov-24,143250000
Mini,Cooper Convertible,"2012",12,"28,000 km",Automatic,second,Petrol,Nov-24,380089984
Mahindra,XUV500,"2018",6,"88000.0 km",Automatic,second,Diesel,Nov-24,169990000
Hyundai,Verna,"2023",1,"12,700 km",Manual,first,Petrol,Nov-24,300824992
Mercedes-Benz,C-Class,"2021",3,"14,000 km",Automatic,first,Diesel,Nov-24,1002750016
Hyundai,Verna,"2012",12,"123,500 km",Manual,second,Petrol,Nov-24,54435000
Toyota,Corolla Altis,"2011",13,"99,000 km",Manual,second,Diesel,Nov-24,62075000
Honda,Amaze,"2020",4,"41,000 km",Manual,second,Petrol,Nov-24,109825000
Maruti Suzuki,Vitara-Brezza,"2019",5,"47,000 km",Manual,first,Diesel,Oct-24,167124992
Hyundai,Verna,"2020",4,"86,000 km",Automatic,first,Diesel,Nov-24,171708992
Mahindra,Scorpio Classic,"2024",0,"33,000 km",Manual,first,Diesel,Nov-24,353350016
BMW,X5,"2021",3,"74,000 km",Automatic,first,Diesel,Nov-24,1270150016
Maruti Suzuki,Swift,"2018",6,"45,000 km",Manual,second,Petrol,Nov-24,97410000
Tata,Hexa,"2017",7,"135,000 km",Manual,second,Diesel,Nov-24,148024992
Mahindra,XUV500,"2012",12,"168,000 km",Manual,second,Diesel,Nov-24,95500000
Mahindra,XUV500,"2017",7,"129,124 km",Manual,first,Diesel,Nov-24,209144992
Maruti Suzuki,Swift-Dzire,"2017",7,"92,000 km",Automatic,first,Diesel,Nov-24,123195000
Hyundai,Creta,"2020",4,"42,000 km",Manual,second,Diesel,Nov-24,233975008
Maruti Suzuki,Baleno,"2019",5,"53,000 km",Manual,second,Petrol,Nov-24,121285000
Audi,A6,"2015",9,"89,000 km",Automatic,first,Diesel,Nov-24,169990000
Maruti Suzuki,Alto-800,"2018",6,"108,000 km",Manual,first,Petrol,Nov-24,61120000
Volkswagen,Polo,"2021",3,"25000.0 km",Automatic,first,Petrol,Nov-24,237795008
Audi,A4,"2013",11,"102,000 km",Automatic,second,Diesel,Nov-24,194820000
Maruti Suzuki,Swift,"2011",13,"75,000 km",Automatic,second,Petrol,Nov-24,66850000
Audi,A3,"2016",8,"99,000 km",Automatic,second,Diesel,Nov-24,181259008
Renault,KWID,"2019",5,"18,000 km",Manual,first,Petrol,Nov-24,61884000
Honda,CRV,"2010",14,"70,343 km",Automatic,second,Petrol,Nov-24,124150000
Mahindra,Scorpio,"2017",7,"90,000 km",Automatic,second,Diesel,Nov-24,210100000
Maruti Suzuki,Swift-Dzire,"2019",5,"146,000 km",Manual,second,Diesel,Nov-24,131790000
Renault,KWID,"2018",6,"37,000 km",Automatic,second,Petrol,Nov-24,62075000
Honda,WRV,"2018",6,"103,000 km",Manual,first,Diesel,Nov-24,148980000
